Usage_ID,Account,TS,Service,SKU,Usage,Unit,Cost,Region,Ticket_ID
U6117,acct-003,2026-01-31 21:38+00:00,Database,vm_std_4,17711,seconds,₹ 631.74,ap-south 1,t-33
U6118,acct-003,2026-10-14 03:44+00:00,Storage,VM-std_4,12919,seconds,₹ 130.9,AP-SOUTH-1,t-77
U6119,ACCT-002,2026/01/13 18:10,Compute,VM-STD-4,15794,hr,₹ 774.44,ap-south-1,t-33
U6120,ACCT-004,2026/10/16 21:24,Compute,VM-STD-4,16207,sec,₹ 621.69,ap-south-1,t-33
U6121, acct-001 ,2026-02-25 20:18:00,Storage,STORAGE-prem,17810,hr,₹ 635.9,ap-south-1,T-45
U6122, acct-001 ,2026/11/29 10:32,Networking,STORAGE-prem,6157,seconds,₹ 1857.41,ap-south-1,T-12
U6123, acct-001 ,2026-09-09 00:23:00,Networking,vm_std_4,16502,sec,₹ 1970.78,AP-SOUTH-1,T-45
U6124, acct-001 ,2026-03-28 02:45+00:00,Database,VM-STD-4,5554,hr,₹ 838.95,AP-SOUTH-1,T-45
U6125,ACCT-002,2026-02-23 14:14+00:00,Storage,STORAGE-prem,1913,hr,₹ 1004.7,AP-SOUTH-1,t-33
U6126,acct-003,2026-05-13 07:30:00,Compute,STORAGE-prem,11883,sec,₹ 1024.04,us-east 1,T-12
U6127,ACCT-002,2026-02-27 14:29:00,Database,DB-gp_2,5046,sec,₹ 874.08,AP-SOUTH-1,T-45
U6128,ACCT-002,2026-06-01 05:31+00:00,Storage,STORAGE-prem,12456,min,₹ 185.36,AP-SOUTH-1,t-33
U6129,acct-003,2026/03/09 01:14,Compute,DB-gp_2,14798,min,₹ 1506.15,us-east 1,T-12
U6130,ACCT-004,2026/03/17 14:15,Database,VM-STD-4,4655,hr,₹ 1948.8,us-east 1,T-45
U6131,ACCT-002,2026-05-18 19:58+00:00,AI,DB-gp_2,19029,min,₹ 1338.44,ap-south-1,T-45
U6132,ACCT-004,2026-11-23 04:11+00:00,Storage,STORAGE-prem,2924,hr,₹ 1860.19,ap-south-1,T-12
U6133,acct-003,2026-07-21 11:39:00,Networking,DB-gp_2,5857,seconds,₹ 284.55,us-east 1,t-33
U6134,ACCT-002,2026-01-27 02:52+00:00,Storage,DB-gp_2,18567,seconds,₹ 1526.64,us-east 1,T-45
U6135,acct-003,2026-07-07 05:49:00,AI,VM-STD-4,15167,min,₹ 1252.37,AP-SOUTH-1,t-77
U6136,acct-003,2026/08/03 23:47,Networking,DB-gp_2,11528,seconds,₹ 42.87,ap-south 1,T-45
U6137,ACCT-002,2026-04-04 05:23:00,Database,VM-STD-4,15822,sec,₹ 1909.53,ap-south-1,T-12
U6138, acct-001 ,2026-03-16 18:15:00,Networking,STORAGE-prem,14771,min,₹ 1617.46,us-east 1,T-45
U6139, acct-001 ,2026-01-11 13:44:00,Networking,VM-std_4,531100,hr,₹ 7008.0,ap-south 1,t-33
U6140,acct-003,2026/06/24 13:17,Storage,VM-STD-4,17197,sec,₹ 280.42,us-east 1,T-12
U6141,ACCT-004,2026-01-29 14:54:00,Storage,STORAGE-prem,11862,sec,₹ 830.64,us-east 1,t-33
U6142,ACCT-002,2026/09/25 08:18,Compute,DB-gp_2,11901,sec,₹ 1786.97,AP-SOUTH-1,t-33
U6143,acct-003,2026-11-12 18:04+00:00,Database,vm_std_4,6713,seconds,₹ 203.85,ap-south 1,t-33
U6144,ACCT-004,2026-01-12 05:33:00,Compute,vm_std_4,15914,hr,₹ 522.82,ap-south-1,T-12
U6145,ACCT-002,2026/12/09 02:06,Storage,VM-STD-4,11896,sec,₹ 1267.94,ap-south-1,t-33
U6146,ACCT-002,2026/06/12 16:53,Networking,VM-STD-4,19480,hr,₹ 182.62,ap-south-1,t-77
U6147,acct-003,2026-11-05 13:18:00,AI,VM-std_4,1206,min,₹ 455.49,ap-south-1,T-12
U6148,ACCT-004,2026-12-13 13:53+00:00,Database,VM-std_4,13795,seconds,₹ 374.73,ap-south 1,T-12
U6149,ACCT-004,2026/04/26 13:58,Compute,vm_std_4,1769,min,₹ 1126.18,us-east 1,t-77
U6150, acct-001 ,2026-06-18 06:22+00:00,Compute,STORAGE-prem,14624,sec,₹ 1832.77,us-east 1,t-77
U6151,acct-003,2026-10-28 02:13:00,Compute,VM-STD-4,8215,seconds,₹ 1930.9,ap-south 1,t-33
U6152,ACCT-004,2026-03-05 02:48:00,Database,VM-std_4,7177,hr,₹ 1317.66,ap-south-1,T-45
U6153,ACCT-002,2026-08-23 07:54:00,Networking,vm_std_4,4289,seconds,₹ 1161.91,ap-south-1,T-45
U6154, acct-001 ,2026-04-06 22:23:00,AI,VM-STD-4,7265,min,₹ 752.78,us-east 1,t-77
U6155,ACCT-002,2026-02-20 19:37:00,Compute,VM-STD-4,8148,sec,₹ 553.21,AP-SOUTH-1,T-12
U6156,ACCT-004,2026/06/23 00:17,Compute,VM-STD-4,9965,min,₹ 313.29,AP-SOUTH-1,t-33
U6157,ACCT-004,2026-03-05 10:05:00,Storage,VM-STD-4,2154,sec,₹ 1397.48,AP-SOUTH-1,T-12
U6158,acct-003,2026-05-03 02:30+00:00,AI,DB-gp_2,9582,seconds,₹ 762.29,us-east 1,T-12
U6159,ACCT-004,2026-08-14 05:48:00,Storage,vm_std_4,19931,sec,₹ 1730.93,us-east 1,T-45
U6160, acct-001 ,2026/07/23 15:57,Networking,VM-STD-4,2152,hr,₹ 545.18,AP-SOUTH-1,t-33
U6161,ACCT-002,2026-11-25 21:50+00:00,Networking,DB-gp_2,7575,seconds,₹ 1685.61,ap-south-1,T-12
U6162, acct-001 ,2026-01-31 15:21:00,Compute,VM-std_4,10250,min,₹ 36876.799999999996,AP-SOUTH-1,t-33
U6163,ACCT-002,2026-04-30 21:20+00:00,Networking,DB-gp_2,11968,sec,₹ 150.31,AP-SOUTH-1,t-77
U6164,ACCT-004,2026-01-31 12:57:00,Networking,VM-std_4,16871,hr,₹ 843.21,ap-south 1,T-45
U6165,ACCT-004,2026-03-09 18:59+00:00,Storage,STORAGE-prem,5094,sec,₹ 775.23,us-east 1,T-12
U6166,ACCT-004,2026-09-02 18:06:00,AI,DB-gp_2,15267,hr,₹ 1129.03,AP-SOUTH-1,t-33
U6167,ACCT-004,2026-04-27 14:50:00,Compute,STORAGE-prem,3208,sec,₹ 963.14,AP-SOUTH-1,T-12
U6168,ACCT-002,2026/08/10 17:41,Database,VM-STD-4,19220,seconds,₹ 414.2,AP-SOUTH-1,t-33
U6169,ACCT-002,2026/09/23 08:29,AI,VM-STD-4,3592,sec,₹ 1426.25,AP-SOUTH-1,T-45
U6170, acct-001 ,2026-05-27 08:34+00:00,Storage,STORAGE-prem,7796,min,₹ 1559.84,ap-south-1,T-45
U6171,ACCT-002,2026-05-22 15:45+00:00,Database,vm_std_4,18337,seconds,₹ 1961.05,AP-SOUTH-1,T-12
U6172,ACCT-004,2026/01/15 18:50,Networking,DB-gp_2,19659,sec,₹ 1530.9,us-east 1,t-77
U6173,ACCT-004,2026-04-02 18:56:00,Networking,STORAGE-prem,14177,min,₹ 789.89,AP-SOUTH-1,T-12
U6174,ACCT-004,2026-04-20 05:45+00:00,AI,DB-gp_2,8080,seconds,₹ 1673.79,us-east 1,t-77
U6175,ACCT-002,2026-10-02 23:53+00:00,AI,vm_std_4,8304,min,₹ 1164.54,AP-SOUTH-1,T-12
U6176,acct-003,2026-10-13 16:12+00:00,AI,vm_std_4,15511,min,₹ 1590.95,us-east 1,T-12
U6177,ACCT-004,2026-07-17 19:50+00:00,Storage,STORAGE-prem,5130,sec,₹ 480.05,ap-south-1,T-12
U6178, acct-001 ,2026-02-04 09:11:00,Database,STORAGE-prem,8212,sec,₹ 1710.65,ap-south-1,t-33
U6179,acct-003,2026-07-18 12:47+00:00,Networking,VM-STD-4,15801,hr,₹ 170.69,ap-south 1,T-12
U6180, acct-001 ,2026/06/19 10:09,Compute,VM-STD-4,15539,seconds,₹ 1617.64,ap-south-1,T-12
U6181,acct-003,2026-09-27 10:05:00,AI,STORAGE-prem,3977,sec,₹ 887.47,us-east 1,T-45
U6182, acct-001 ,2026-11-14 13:09+00:00,Database,DB-gp_2,4937,min,₹ 1114.33,ap-south 1,t-33
U6183,acct-003,2026-12-12 02:10+00:00,Compute,VM-std_4,15156,hr,₹ 1529.14,us-east 1,T-12
U6184,ACCT-004,2026/05/24 20:30,AI,STORAGE-prem,12715,min,₹ 254.73,ap-south 1,T-45
U6185,acct-003,2026/10/09 17:36,Networking,vm_std_4,19755,sec,₹ 235.76,ap-south 1,T-12
U6186, acct-001 ,2026-10-27 12:16:00,Storage,VM-std_4,16418,min,₹ 921.17,ap-south-1,t-77
U6187,ACCT-004,2026-03-23 10:44:00,Database,STORAGE-prem,12464,seconds,₹ 1273.29,ap-south-1,T-45
U6188,acct-003,2026/07/27 22:28,Networking,STORAGE-prem,12859,min,₹ 926.89,us-east 1,t-77
U6189,acct-003,2026-08-14 09:40:00,Compute,VM-STD-4,14751,seconds,₹ 1316.21,ap-south 1,t-33
U6190,acct-003,2026-08-15 10:25+00:00,Database,VM-STD-4,4884,hr,₹ 12.63,ap-south 1,T-45
U6191,ACCT-002,2026-03-20 22:06+00:00,Compute,VM-std_4,12601,hr,₹ 381.14,ap-south 1,T-12
U6192,ACCT-004,2026-02-12 14:08+00:00,Database,DB-gp_2,6125,hr,₹ 1743.82,ap-south-1,t-33
U6193, acct-001 ,2026/06/29 17:48,AI,DB-gp_2,7148,sec,₹ 1584.57,AP-SOUTH-1,T-12
U6194,ACCT-002,2026-04-23 23:09:00,Networking,STORAGE-prem,3931,min,₹ 1818.7,AP-SOUTH-1,t-77
U6195,ACCT-002,2026/01/11 17:26,Networking,DB-gp_2,15316,min,₹ 1564.75,ap-south 1,T-45
U6196,acct-003,2026/10/10 19:26,Database,DB-gp_2,819,seconds,₹ 1651.38,ap-south-1,t-77
U6197, acct-001 ,2026/05/29 01:30,AI,VM-STD-4,8756,seconds,₹ 1560.06,us-east 1,T-45
U6198, acct-001 ,2026-09-19 02:03:00,Storage,VM-std_4,14686,hr,₹ 1910.49,ap-south-1,t-77
U6199, acct-001 ,2026-04-19 07:42+00:00,Storage,VM-std_4,16562,hr,₹ 1452.81,ap-south 1,t-77
U6200, acct-001 ,2026-07-23 13:00:00,Networking,DB-gp_2,9418,seconds,₹ 1474.25,AP-SOUTH-1,t-77
U6201,ACCT-004,2026-08-29 14:52+00:00,Compute,VM-STD-4,4892,sec,₹ 109.53,ap-south 1,t-77
U6202, acct-001 ,2026/04/27 05:41,Storage,vm_std_4,3170,seconds,₹ 1043.41,ap-south-1,T-45
U6203,acct-003,2026/02/07 09:27,Database,VM-std_4,15047,min,₹ 298.82,ap-south 1,t-33
U6204,ACCT-002,2026/09/15 02:36,Database,STORAGE-prem,14986,hr,₹ 870.96,us-east 1,T-12
U6205, acct-001 ,2026/11/23 23:42,Networking,vm_std_4,1821,min,₹ 811.61,ap-south 1,t-33
U6206,ACCT-004,2026-12-13 21:41+00:00,Storage,DB-gp_2,18821,seconds,₹ 1197.87,ap-south 1,t-33
U6207,ACCT-002,2026/08/07 12:10,Database,DB-gp_2,18326,seconds,₹ 277.07,ap-south 1,T-45
U6208,ACCT-004,2026-01-09 12:40+00:00,AI,VM-std_4,19344,seconds,₹ 1528.29,AP-SOUTH-1,T-45
U6209, acct-001 ,2026-03-10 04:21:00,Storage,VM-STD-4,7582,seconds,₹ 1629.9,ap-south 1,T-45
U6210,ACCT-004,2026-03-23 04:01+00:00,Database,vm_std_4,18700,seconds,₹ 1267.05,ap-south-1,t-33
U6211,ACCT-004,2026-03-29 23:29:00,Database,vm_std_4,6021,hr,₹ 603.34,ap-south 1,T-45
U6212, acct-001 ,2026-11-02 20:22:00,AI,STORAGE-prem,5810,sec,₹ 50.66,ap-south 1,T-45
U6213,acct-003,2026/09/30 00:59,Networking,VM-STD-4,9723,min,₹ 762.31,ap-south-1,T-45
U6214,ACCT-004,2026-04-18 07:20+00:00,Compute,STORAGE-prem,3078,hr,₹ 1149.43,ap-south 1,T-12
U6215,ACCT-004,2026-12-09 07:10+00:00,Storage,vm_std_4,10904,hr,₹ 347.45,ap-south-1,t-33
U6216,acct-003,2026-01-06 14:14+00:00,Storage,DB-gp_2,19500,sec,₹ 590.12,ap-south 1,t-77
U6217, acct-001 ,2026-07-30 21:44+00:00,Storage,vm_std_4,13854,min,₹ 163.09,ap-south-1,T-12
U6218,acct-003,2026/10/07 13:42,Compute,VM-STD-4,12211,sec,₹ 494.04,ap-south 1,t-33
U6219,acct-003,2026-01-30 16:06:00,Database,DB-gp_2,7297,sec,₹ 1722.29,ap-south-1,t-77
U6220,ACCT-004,2026-08-08 01:08+00:00,Storage,DB-gp_2,17229,seconds,₹ 510.59,AP-SOUTH-1,t-77
U6221,ACCT-002,2026-04-06 12:20+00:00,Compute,VM-STD-4,18647,seconds,₹ 147.64,ap-south 1,t-33
U6222,ACCT-004,2026-04-18 12:50:00,Compute,STORAGE-prem,8726,seconds,₹ 1261.24,us-east 1,T-12
U6223,acct-003,2026/06/15 13:43,Database,VM-std_4,11058,sec,₹ 691.81,ap-south-1,t-77
U6224,acct-003,2026/09/26 07:03,Networking,VM-std_4,8544,hr,₹ 1792.7,AP-SOUTH-1,T-12
U6225,ACCT-002,2026/01/10 14:05,Storage,DB-gp_2,6135,hr,₹ 1655.56,AP-SOUTH-1,T-12
